config-benchmark,Config_ID,Bench_ID,Core.Area,Core.Leakage,Core.Dynamic,IFU.Dynamic,IC.Dynamic,BTB.Dynamic,BP.Dynamic,GP.Dynamic,L1_LP.Dynamic,L2_LP.Dynamic,Chooser.Dynamic,RAS.Dynamic,Inst_Buff.Dynamic,Inst_Dec.Dynamic,RNU.Dynamic,Int_RRAT.Dynamic,FP_RRAT.Dynamic,Free_List.Dynamic,FP_List.Dynamic,LSU.Dynamic,DC.Dynamic,LDQ.Dynamic,STQ.Dynamic,MMU.Dynamic,Itlb.Dynamic,Dtlb.Dynamic,EXU.Dynamic,RF.Dynamic,Int_RF.Dynamic,FP_RF.Dynamic,Ins_Sche.Dynamic,Inst_Win.Dynamic,FP_Win.Dynamic,ROB.Dynamic,Int_ALU.Dynamic,FPU.Dynamic,Com_ALU.Dynamic,Rslt_BB.Dynamic,fetchWidth,decodeWidth,FetchBufferEntry,RobEntrry,IntPhysRegister,FpPhysRegister,LdqEntry,StqEntry,BrCount,MemIssueWidth,IntIssueWidth,FpIssueWidth,DCacheWay,DCacheMSHR,DCacheTLBEntry,ICacheWay,ICacheTLBEntry,ICachefetchBytes,ipc_total,cpi_total,numCycles,idleCycles,BTBLookups,condPredicted,condIncorrect,int_insts,fp_insts,loads,function_calls,SquashedInsts,commitInsts,commit_per_cycle,commitRefs,branches,dec.RunCycles,dec.BlockedCycles,DecodedInsts,dtb.accesses,dtb.misses,fetch.Insts,fetch.Branches,fetch.Cycles,iew.exec_refs,iew.exec_stores,iew.ExecutedInsts,iew.wb_count,iew.exec_branches,iq.issued_per_cycle,int_inst_que_reads,int_inst_que_writes,int_inst_que_wakeup,fp_inst_que_reads,fp_inst_que_writes,fp_inst_que_wakeup,int_alu_accesses,fp_alu_accesses,FU_total,FU_MemRead,FU_MemWrite,FU_FpMemRead,FU_FpMemWrite,FU_IntAlu,FU_IntMult,FU_IntDiv,FU_FpMult,FU_FpDiv,fu_busy_cnt ,itb.accesses,itb.misses,mem.conflictLoads,mem.conflictStores,mem.insertLoads,mem.insertStores,int_rename_lookups,RenamedOperands,fp_rename_lookups,RenamedInsts,rename.RunCycles,rename.BlockCycles,rename.Maps,rob_reads,rob_writes,l2.accesses,l2.misses,l2.tags.refs,mem_ctrls.reads,mem_ctrls.writes,mem_ctrls.bytes_read,icache.accesses,icache.misses,icache.mshr_hits,icache.mshr_misses,icache.tags_refs,icache.tag_accesses,dcache.Reads,dcache.Writes,dcache.Readmisses,dcache.Writemisses,dcache.accesses,dcache.misses,dcache.mshr_hits,dcache.mshr_misses,dcache.tags_refs,dcache.tags_accesses,int_regfile_reads,fp_regfile_reads,int_regfile_writes,fp_regfile_writes
GigaBoomConfig-rv64ui-ps-fence_i_200,0,60,0.950513,0.00389489,0.035351,0.023791,0.00122145,0.0174943,0.00199488,0.000515975,0.000621837,0.00034108,0.000515975,1.15E-08,0.00155639,0.00144411,0.00221124,0.00182739,5.27E-10,0.0002241,1.22E-09,0.000804979,0.000629046,3.20E-05,6.40E-05,0.00011981,0,0,0.0084239,0.00247609,0.00247611,2.37E-08,0.00515304,0.00217662,0,0.00297643,0.000666973,0,0,0,8,5,36,130,128,128,32,32,20,2,5,2,8,8,32,8,32,16,1.143382,0.874598,43562,72,25316,25850,238,49407,0,400,1,6321,49808,42658,1200,20602,3419,27046,56982,0,0,61173,25851,39086,1263,862,50945,50943,21003,43490,148847,62451,50943,0,0,0,53994,0,50955,402,862,0,0,49289,0,0,0,0,0,0,0,0,0,402,864,79857,31458,8405,56735,10813,593,28006,98591,113090,8,3,412,9,0,576,1579,406,1,405,1578,13037,401,800,2,800,1201,802,401,401,1198,9611,71144,8400,28679,11200
GigaBoomConfig-rv64ui-ps-jal_200,0,61,0.950513,0.00389489,0.0451926,0.0312735,0.00930487,0.0162735,0.00126684,0.000298402,0.000360407,0.000197489,0.000298402,0.00011214,0.00225558,0.00209286,0.00218498,0.00172409,1.28E-08,0.0003011,2.98E-08,7.99E-05,0,0,0,0.00011981,0,0,0.0115344,0.00337052,0.0033711,5.78E-07,0.00681935,0.00308419,0,0.00373516,0.00121676,0,0,0,8,5,36,130,128,128,32,32,20,2,5,2,8,8,32,8,32,16,1.682327,0.594415,1788,67,600,610,13,3007,0,0,401,37,3008,1709,0,1002,820,34,3075,0,0,3117,1015,843,0,0,3025,3024,1008,1721,8798,3083,3024,0,0,0,4043,0,3031,0,0,0,0,3029,0,0,0,0,0,0,0,0,0,0,0,3041,2429,8405,3051,813,39,2406,4754,6102,3,1,5,3,0,192,819,7,4,3,815,6555,401,800,2,800,1201,802,401,401,0,0,3029,8400,2418,11200
GigaBoomConfig-rv64ui-ps-jalr_200,0,62,0.950513,0.00389489,0.0404133,0.024418,0.00704502,0.0114395,0.00101886,0.000235024,0.000283837,0.000155537,0.000235024,0.000109436,0.00250781,0.0023269,0.00251507,0.00199166,3.14E-09,0.000363652,7.28E-09,7.99E-05,0,0,0,0.00011981,0,0,0.0132805,0.00390281,0.00390295,1.41E-07,0.00773142,0.00356228,0,0.00416914,0.00151848,0,0,0,8,5,36,130,128,128,32,32,20,2,5,2,8,8,32,8,32,16,1.860287,0.537551,7315,75,840,1966,41,13607,0,0,1601,481,13608,7160,0,3402,373,2708,14441,0,0,14682,3640,4558,0,0,13772,13771,3440,7240,41820,14571,13771,0,0,0,20642,0,13787,0,0,0,0,13785,0,0,0,0,0,0,0,0,0,0,0,14335,12356,8405,14302,2941,39,11806,21249,28258,5,2,9,6,0,384,2574,8,3,5,2571,20597,401,800,2,800,1201,802,401,401,0,0,13791,8400,11936,11200
GigaBoomConfig-rv64ui-ps-lui_200,0,63,0.950513,0.00389489,0.0389224,0.0232439,0.00621866,0.0105905,0.00153151,0.000396203,0.00047712,0.000261795,0.000396203,1.87E-07,0.00250192,0.00232143,0.00247832,0.00198846,8.58E-09,0.000330093,1.99E-08,7.99E-05,0,0,0,0.00011981,0,0,0.0130005,0.00373232,0.00373271,3.86E-07,0.00762546,0.00352931,0,0.00409615,0.00151492,0,0,0,8,5,36,130,128,128,32,32,20,2,5,2,8,8,32,8,32,16,1.87285,0.533946,2674,67,198,1221,6,5007,0,0,1,51,5008,2597,0,1202,59,1011,5093,0,0,5164,1222,1725,0,0,5027,5026,1207,2607,15179,5111,5026,0,0,0,7528,0,5028,0,0,0,0,5026,0,0,0,0,0,0,0,0,0,0,0,5260,3843,8405,5067,1023,3,3806,7656,10128,3,1,5,3,0,192,824,5,2,3,822,6595,401,800,2,800,1201,802,401,401,0,0,5230,8400,3820,11200
GigaBoomConfig-rv64ui-ps-lw_200,0,64,0.950513,0.00389489,0.0448779,0.0219167,0.00660507,0.00844756,0.00120116,0.000310814,0.000374167,0.000205336,0.000310814,2.39E-08,0.00289595,0.00268704,0.0026907,0.00213792,1.10E-09,0.000393027,2.55E-09,0.00540991,0.00456848,0.000253853,0.000507705,0.00011981,0,0,0.0147408,0.00434076,0.00434081,4.94E-08,0.00857854,0.00396075,0,0.00461779,0.00169368,0,0,0,8,5,36,130,128,128,32,32,20,2,5,2,8,8,32,8,32,16,2.172736,0.460249,20899,182,1390,7493,23,45407,0,4800,1,323,45408,20663,4800,7402,2370,8109,45827,0,0,46155,7494,13522,4800,0,45473,45472,7406,20717,132093,46055,45472,0,0,0,65779,0,45486,4801,0,0,0,40683,0,0,0,0,0,0,0,0,0,4824,0,43945,38316,8405,45775,7677,30,38006,64789,91516,13,5,23,15,0,960,6904,18,6,12,6898,55244,4800,800,6,800,4800,6,5,1,4795,38401,43661,8400,38067,11200
GigaBoomConfig-rv64ui-ps-ori_200,0,65,0.950513,0.00389489,0.0354381,0.0191771,0.00565274,0.00742512,0.00102465,0.000265111,0.000319231,0.000175168,0.000265111,2.87E-08,0.0025908,0.00240391,0.00250288,0.0019836,1.32E-09,0.000359526,3.06E-09,7.99E-05,0,0,0,0.00011981,0,0,0.0135585,0.00397262,0.00397268,5.94E-08,0.00788767,0.00364854,0,0.00423913,0.00157039,0,0,0,8,5,36,130,128,128,32,32,20,2,5,2,8,8,32,8,32,16,1.942765,0.51473,17402,158,1384,5318,24,33807,0,0,1,359,33808,17187,0,5202,235,6770,34241,0,0,34621,5319,12106,0,0,33877,33876,5213,17244,102046,34527,33876,0,0,0,50785,0,33884,0,0,0,0,33882,0,0,0,0,0,0,0,0,0,0,0,33979,28927,8405,34196,6861,32,28606,51354,68391,10,4,18,12,0,768,4914,15,5,10,4909,39322,4800,800,6,800,4800,6,5,1,0,0,33672,8400,28664,11200
GigaBoomConfig-rv64ui-ps-slli_200,0,66,0.950513,0.00389489,0.0363732,0.0197019,0.00560298,0.00788861,0.00113867,0.000294643,0.000354707,0.000194655,0.000294643,2.08E-08,0.00258925,0.00240247,0.00273436,0.00220467,9.56E-10,0.000369942,2.22E-09,7.99E-05,0,0,0,0.00011981,0,0,0.0137373,0.00416493,0.00416497,4.30E-08,0.00787487,0.00364501,0,0.00422986,0.00156969,0,0,0,8,5,36,130,128,128,32,32,20,2,5,2,8,8,32,8,32,16,1.941676,0.515019,24004,233,1384,8158,26,46607,0,0,1,408,46608,23708,0,8002,280,9309,47138,0,0,47513,8159,16710,0,0,46699,46698,8022,23771,140665,47425,46698,0,0,0,70021,0,46711,0,0,0,0,46709,0,0,0,0,0,0,0,0,0,0,0,52322,38971,8405,47068,9442,36,38606,70724,94095,14,5,24,15,0,960,6720,20,6,14,6714,53774,4800,800,6,800,4800,6,5,1,0,0,51914,8400,38677,11200
GigaBoomConfig-rv64ui-ps-slt_200,0,67,0.950513,0.00389489,0.0374639,0.0200772,0.00613341,0.00776142,0.00107437,0.000278027,0.000334647,0.000183661,0.000278027,1.17E-08,0.00260811,0.00241997,0.00304929,0.00249577,5.36E-10,0.000393774,1.24E-09,7.99E-05,0,0,0,0.00011981,0,0,0.0141377,0.00451316,0.00451318,2.41E-08,0.00791538,0.00366688,0,0.0042485,0.00158141,0,0,0,8,5,36,130,128,128,32,32,20,2,5,2,8,8,32,8,32,16,1.956988,0.510989,42825,299,3185,13740,31,83807,0,0,1,465,83808,42455,0,13602,340,16720,84366,0,0,84773,13741,28884,0,0,83925,83924,13627,42526,252527,84739,83924,0,0,0,125855,0,83943,0,0,0,0,83941,0,0,0,0,0,0,0,0,0,0,0,106015,70615,8405,84307,16909,39,70206,126728,168617,21,7,35,21,0,1344,13135,35,14,21,13121,105101,4800,800,6,800,4800,6,5,1,0,0,105551,8400,70298,11200
GigaBoomConfig-rv64ui-ps-sra_200,0,68,0.950513,0.00389489,0.0362667,0.019492,0.00602386,0.00733677,0.00102331,0.000264816,0.00031874,0.000174932,0.000264816,1.04E-08,0.00260816,0.00242001,0.00273337,0.00219881,4.76E-10,0.000374807,1.10E-09,7.99E-05,0,0,0,0.00011981,0,0,0.0138417,0.00421947,0.00421949,2.14E-08,0.0079129,0.00366619,0,0.0042467,0.00158152,0,0,0,8,5,36,130,128,128,32,32,20,2,5,2,8,8,32,8,32,16,1.957251,0.510921,48235,363,3187,14741,32,94407,0,0,1,473,94408,47799,0,14602,361,18831,94977,0,0,95364,14742,32760,0,0,94533,94532,14628,47872,284386,95355,94532,0,0,0,141764,0,94549,0,0,0,0,94547,0,0,0,0,0,0,0,0,0,0,0,104769,80234,8405,94933,19030,40,79806,142680,189835,25,9,43,27,0,1728,14532,38,13,25,14519,116281,4800,800,6,800,4800,6,5,1,0,0,104331,8400,79905,11200
GigaBoomConfig-rv64ui-ps-sw_200,0,69,0.950513,0.00389489,0.0451009,0.0213214,0.00702989,0.00729668,0.00101611,0.000262941,0.000316513,0.000173703,0.000262941,1.27E-08,0.00305978,0.00283906,0.00285304,0.00228968,5.85E-10,0.000403615,1.36E-09,0.00541933,0.00419005,0.000383136,0.000766273,0.00011981,0,0,0.0153873,0.00450681,0.00450684,2.63E-08,0.00899195,0.00412994,0,0.004862,0.00176078,0,0,0,8,5,36,130,128,128,32,32,20,2,5,2,8,8,32,8,32,16,2.294191,0.435883,39233,279,2595,11902,32,90007,0,6800,1,570,90008,38865,13600,11802,592,11252,90761,0,0,91298,11903,24666,13614,6800,90185,90181,11827,38954,257694,91163,90181,0,0,0,128377,0,90220,6814,6800,0,0,76604,0,0,0,0,0,0,0,4188,1191,6847,6833,88570,71905,8405,90638,18213,42,71406,127638,181245,21,8,37,24,0,1536,13786,39,19,20,13767,110308,26,6800,4,1,6826,5,4,1,6822,54609,88161,8400,71555,11200
GigaBoomConfig-rv64ui-ps-xori_200,0,70,0.950513,0.00389489,0.0360305,0.0198166,0.0061888,0.00751539,0.00103591,0.000268032,0.000322727,0.000177092,0.000268032,2.91E-08,0.00259181,0.00240484,0.00247906,0.00196161,1.33E-09,0.00035769,3.10E-09,7.99E-05,0,0,0,0.00011981,0,0,0.0135351,0.00394555,0.00394561,6.01E-08,0.00789097,0.00364995,0,0.00424102,0.00157079,0,0,0,8,5,36,130,128,128,32,32,20,2,5,2,8,8,32,8,32,16,1.943116,0.514637,17193,146,1384,5313,22,33407,0,0,1,363,33408,16992,0,5202,275,6676,33846,0,0,34211,5314,11511,0,0,33482,33481,5213,17047,100857,34135,33481,0,0,0,50188,0,33490,0,0,0,0,33488,0,0,0,0,0,0,0,0,0,0,0,33187,28542,8405,33813,6799,32,28206,50763,67597,10,4,18,12,0,768,5316,16,6,10,5310,42538,26,6800,4,1,6826,5,4,1,0,0,32876,8400,28269,11200
GigaBoomConfig-rv64um-ps-mulw_200,0,71,0.950513,0.00389489,0.0427051,0.0233094,0.00723073,0.00907,0.00123232,0.000318889,0.000383866,0.000210665,0.000318889,1.54E-08,0.00295484,0.00274168,0.0034688,0.00286112,7.08E-10,0.000447928,1.64E-09,7.99E-05,0,0,0,0.00011981,0,0,0.0157272,0.0051422,0.00514224,3.19E-08,0.00873626,0.00402436,0,0.0047119,0.00172096,0,0,0,8,5,36,130,128,128,32,32,20,2,5,2,8,8,32,8,32,16,2.217049,0.45105,32389,255,3189,11916,33,71807,0,0,1,411,71808,32066,0,11802,2719,11648,72317,0,0,72611,11917,20019,0,0,71907,71906,11827,32134,207826,72631,71906,0,0,0,103585,0,71927,0,0,0,0,63323,8602,0,0,0,0,0,0,0,0,0,0,91954,60371,8405,72257,12843,34,60006,102707,144506,18,6,30,18,0,1152,11712,31,13,18,11699,93714,26,6800,4,1,6826,5,4,1,0,0,91533,8400,60080,11200
GigaBoomConfig-select.riscv,0,72,0.950513,0.00389489,0.0351076,0.0136593,0.00734543,0.00250281,0.000437946,0.000109565,0.000137711,7.41E-05,0.000109565,6.99E-06,0.00170826,0.00158503,0.00243096,0.00181315,0.000140479,0.000299286,1.83E-05,0.009246,0.00813586,0.00034342,0.00068684,0.00011981,0,0,0.00965152,0.00272334,0.00250327,0.000220398,0.0057764,0.00216972,0.000295207,0.00331147,0.000730327,0.000293652,0,0,8,5,36,130,128,128,32,32,20,2,5,2,8,8,32,8,32,16,0.895539,1.116646,6366,1008,522,709,197,5699,940,1645,89,3982,5701,4759,2171,435,2388,744,11170,0,0,12627,1038,2038,3105,624,7949,7701,553,5358,21283,11606,6628,2316,2088,1073,8640,1158,8173,1880,333,692,334,4797,3,1,0,0,0,0,0,446,4,2765,920,11422,8917,906,10599,2438,408,4829,14180,19967,63,33,107,77,0,4928,2179,65,15,50,2163,17481,1957,526,9,31,2483,40,27,13,2456,19877,8361,587,6090,664
GigaBoomConfig-spmv.riscv,0,73,0.950513,0.00389489,0.0366717,0.0112772,0.0059015,0.00182122,0.000226006,5.61E-05,6.97E-05,3.77E-05,5.61E-05,6.28E-06,0.0016851,0.00156354,0.00235348,0.00165645,0.000243628,0.000263138,3.05E-05,0.013314,0.0115214,0.000570886,0.00114177,0.00011981,0,0,0.00960722,0.00297727,0.00251787,0.000459417,0.00547783,0.0019466,0.00037357,0.00315765,0.000580936,0.00044339,0,0,8,5,36,130,128,128,32,32,20,2,5,2,8,8,32,8,32,16,1.059601,0.943751,97062,2770,6008,5743,1122,96549,21894,43218,1219,33775,102847,89490,52441,4699,20270,50977,144193,0,0,168102,8399,61980,64281,10931,122148,120345,5773,94292,296469,134584,95200,52455,35862,25145,104787,26659,122924,39679,6916,13991,4138,50526,5,1,2415,0,0,0,0,16911,3397,57603,12455,159420,123718,23988,141501,24776,25502,90144,220445,278090,863,333,1418,888,0,56832,28320,196,37,159,28283,226719,43815,9223,883,148,53038,1031,327,704,52711,425008,137857,19332,85101,20547
GigaBoomConfig-sqrt.riscv,0,74,0.950513,0.00389489,0.0381302,0.0160553,0.00648853,0.00530306,0.000491381,0.000119116,0.000144561,7.90E-05,0.000119116,2.95E-05,0.00191532,0.00177715,0.00254183,0.00125906,0.000837624,0.000187279,9.81E-05,0.00810368,0.00649402,0.000509928,0.00101986,0.00011981,0,0,0.0113096,0.00337164,0.00178445,0.00158721,0.0058642,0.00138444,0.00109355,0.00338621,0.000352112,0.00159385,0,0,8,5,36,130,128,128,32,32,20,2,5,2,8,8,32,8,32,16,1.310217,0.763231,119977,679,16430,16124,786,116738,91430,47161,7090,26094,157196,115597,64690,19965,22572,59980,188309,0,0,200693,25287,78499,71251,18480,171571,171182,22121,119298,273618,90323,74667,215665,119100,96515,78507,118455,172703,16842,8192,36092,10512,50660,3,1,5172,2785,0,0,0,32419,5067,55198,20265,150272,150337,102158,186180,34244,23852,126792,290261,370291,46,24,78,56,0,3584,39083,47,12,35,39070,312698,17967,17529,10,15,35496,25,14,11,35482,283979,140007,90459,57961,80934
GigaBoomConfig-st.riscv,0,75,0.950513,0.00389489,0.0271374,0.00961517,0.00402919,0.00256848,0.000141486,2.99E-05,3.62E-05,1.98E-05,2.99E-05,2.57E-05,0.00145038,0.00134576,0.0018026,0.00111312,0.000315361,0.000175239,3.91E-05,0.00734634,0.00605427,0.000404066,0.000808132,0.00011981,0,0,0.00825346,0.00257995,0.00193604,0.000643917,0.00456725,0.00158289,0.000385788,0.00259857,0.000453491,0.000524977,0,0,8,5,36,130,128,128,32,32,20,2,5,2,8,8,32,8,32,16,1.081804,0.924381,237664,976,14266,8121,193,226436,76163,72329,12204,3159,257106,236130,99935,20035,18507,162210,261537,0,0,263088,20747,187388,100681,27776,258682,258557,20233,236688,619516,185229,182098,153880,78267,76459,200291,77288,259064,42739,14557,30244,13370,123179,3,2001,5146,84,0,0,0,34961,13213,73241,28217,262435,224543,76053,261026,42391,84926,221669,490170,521095,191,97,297,203,0,12992,48048,68,17,51,48031,384435,38963,27606,14,789,66569,803,663,140,65906,532692,259860,75092,159960,62976
GigaBoomConfig-tarai.riscv,0,76,0.950513,0.00389489,0.0284746,0.012534,0.00665853,0.00325251,0.00028205,6.34E-05,8.34E-05,4.40E-05,6.34E-05,2.79E-05,0.00117281,0.0010882,0.00174251,0.00137077,7.20E-09,0.000211969,1.67E-08,0.00759294,0.00646674,0.000348775,0.000697551,0.00011981,0,0,0.00648539,0.00174121,0.00174154,3.24E-07,0.00408552,0.0017246,0,0.00236092,0.000530851,0,0,0,8,5,36,130,128,128,32,32,20,2,5,2,8,8,32,8,32,16,0.650878,1.536386,3188,632,362,175,119,2075,0,511,178,1177,2075,2356,925,270,1110,212,3902,0,0,4476,589,941,1193,459,2657,2555,356,2556,8565,4447,2555,0,0,0,3145,0,2810,761,495,0,0,1549,3,1,0,0,0,0,0,206,46,765,627,4339,2783,76053,3680,1041,189,1569,5559,6705,47,27,78,58,0,3712,958,41,8,33,950,7697,485,414,34,37,899,71,57,14,842,7206,3028,75092,2022,62976
GigaBoomConfig-towers.riscv,0,77,0.950513,0.00389489,0.0388749,0.0144768,0.00722139,0.00357154,0.00032107,7.14E-05,9.24E-05,4.91E-05,7.14E-05,3.68E-05,0.00170288,0.00158004,0.00226144,0.00182855,1.26E-09,0.000273141,2.93E-09,0.0133601,0.0110313,0.000749653,0.00149931,0.00011981,0,0,0.0086568,0.00258031,0.00258036,5.69E-08,0.00521872,0.00224083,0,0.00297788,0.000729982,0,0,0,8,5,36,130,128,128,32,32,20,2,5,2,8,8,32,8,32,16,1.080395,0.925588,18148,2912,1951,1192,620,19607,0,7315,1337,4917,19607,14343,11777,1871,8239,931,28359,0,0,30691,3478,5953,13141,4742,22199,21384,2193,15236,63216,29509,21384,0,0,0,24619,0,23226,8696,4994,0,0,9521,4,1,0,0,0,0,0,2288,577,8891,5392,33005,19818,23988,26918,7823,511,14611,37807,49944,203,96,331,224,0,14336,6064,198,35,163,6029,48675,4609,4462,41,126,9071,167,127,40,8944,72608,26676,19332,16081,20547
GigaBoomConfig-vvadd.riscv,0,78,0.950513,0.00389489,0.0298095,0.0109264,0.00515858,0.00266755,0.00032168,8.04E-05,0.000100337,5.42E-05,8.04E-05,6.27E-06,0.00139984,0.00129886,0.00181721,0.00143478,1.29E-09,0.000222687,2.99E-09,0.00943091,0.00776248,0.000529518,0.00105904,0.00011981,0,0,0.00751515,0.00235557,0.00235563,5.81E-08,0.0044083,0.00193408,0,0.00247422,0.000623478,0,0,0,8,5,36,130,128,128,32,32,20,2,5,2,8,8,32,8,32,16,0.955307,1.046784,17788,2619,1615,1490,332,16993,0,6562,223,2231,16993,14744,8305,1260,2991,5887,20319,0,0,21959,2160,8246,8956,1881,18335,17986,1449,15169,54603,21505,17986,0,0,0,20610,0,18714,7154,1960,0,0,9584,5,1,0,0,0,0,0,2636,409,7067,2089,25336,16366,23988,19954,3951,2077,14213,32896,38874,263,121,438,296,0,18944,4112,188,37,151,4075,33047,4642,1743,132,109,6385,241,129,112,6256,51192,23109,19332,15045,20547
GigaBoomConfig-whetstone.riscv,0,79,0.950513,0.00389489,0.0411844,0.0192208,0.00745064,0.00690401,0.000931276,0.000233608,0.000285048,0.000155471,0.000233608,2.35E-05,0.0019996,0.00185536,0.00301537,0.00218507,0.000310475,0.000323851,3.62E-05,0.00724435,0.00608794,0.000358847,0.000717693,0.00011981,0,0,0.0115841,0.0035311,0.00290008,0.000631027,0.00649967,0.00235701,0.000412134,0.00373052,0.000806195,0.00061939,0,0,8,5,36,130,128,128,32,32,20,2,5,2,8,8,32,8,32,16,1.41187,0.70828,310139,2023,67243,80512,6490,405592,103574,85219,14601,90269,437876,294123,119615,60168,121255,90686,579304,0,0,608198,96172,181463,120953,34678,460908,460570,63820,308116,1155617,511113,356528,223355,107414,104042,464650,118995,466081,42835,15474,43615,19309,300875,2540,1,7898,2793,0,0,0,32342,9432,86788,35112,674261,456654,97894,562296,134096,35373,357913,808166,1070286,165,74,269,178,0,11392,115924,171,33,138,115890,927529,53334,34396,31,28,87730,59,32,27,87698,701867,526853,95935,296386,80617
GigaBoomProConfig-add_fp.riscv,1,0,1.08991,0.00407468,0.0456678,0.0238426,0.00812343,0.0107343,0.00118089,0.000296548,0.000362598,0.000197105,0.000296548,2.81E-05,0.0019317,0.00179235,0.00266053,0.00218476,1.18E-07,0.000315894,1.33E-08,0.00865591,0.00740353,0.000390835,0.000781671,0.00011981,0,0,0.0103889,0.00319995,0.00319968,2.76E-07,0.00613829,0.0026455,1.99E-07,0.00349259,0.000922615,2.71E-07,0,0,8,5,36,130,128,128,32,32,20,2,5,2,8,8,32,8,32,16,1.316116,0.759811,208629,6979,54323,63004,5405,274570,35,38375,9172,48329,274580,192804,70096,56572,96620,19438,352271,0,0,374614,77837,104931,74105,32923,295409,293909,60982,201650,865242,371440,293874,70,35,35,357705,35,302883,42333,33864,10,5,225767,579,276,0,0,0,0,0,20724,13744,44766,36767,454465,245674,25,342552,100905,4934,195459,510964,654690,482,223,804,545,0,34880,84002,502,106,396,83896,672412,39221,31721,67,202,70942,269,183,86,70759,567622,392264,25,211570,25
GigaBoomProConfig-add_fp_large.riscv,1,1,1.08991,0.00407468,0.0409419,0.0199103,0.00657639,0.00883966,0.000962663,0.000242295,0.000295985,0.000160964,0.000242295,2.11E-05,0.00179043,0.00166127,0.00240017,0.00188471,7.12E-05,0.000276328,8.19E-06,0.00878655,0.00751861,0.000396023,0.000792046,0.00011981,0,0,0.00972507,0.00297197,0.0028086,0.000163377,0.00569677,0.00233756,0.000107253,0.00325196,0.000782783,0.00014574,0,0,8,5,36,130,128,128,32,32,20,2,5,2,8,8,32,8,32,16,1.241041,0.805775,277650,7013,60248,68689,5508,334575,25010,58370,9177,49252,344575,261732,100091,61582,101448,72481,424193,0,0,444521,83695,167900,104738,43328,366543,364748,66394,270637,1026116,417914,339689,50130,25272,25059,403895,25066,373608,57548,39044,5031,5002,251059,588,276,0,0,0,0,0,35188,21697,65115,46704,521421,301062,20116,413855,112250,35494,250449,650451,796588,482,226,808,552,0,35328,90597,506,110,396,90487,725172,54430,41721,73,235,96151,308,222,86,95929,769294,458704,20024,246746,20054
GigaBoomProConfig-add_int.riscv,1,2,1.08991,0.00407468,0.0507323,0.0262446,0.00866974,0.0128969,0.00108036,0.000257916,0.000313988,0.000171022,0.000257916,7.95E-05,0.00182466,0.00169304,0.00229281,0.00187098,1.57E-10,0.000262084,3.70E-10,0.0125053,0.0107039,0.000573849,0.0011477,0.00011981,0,0,0.00956984,0.00293155,0.00293155,7.13E-09,0.00565672,0.00247921,0,0.00317751,0.000853772,0,0,0,8,5,36,130,128,128,32,32,20,2,5,2,8,8,32,8,32,16,1.312253,0.762048,146522,3670,38501,38957,2336,192274,0,42054,18230,11376,192274,140306,73746,52022,72755,12616,213309,0,0,223605,60760,73302,75322,31962,197767,196631,53604,142852,577050,215103,196631,0,0,0,232474,0,200931,43965,32437,0,0,123343,6,971,0,0,0,0,0,603,199,44193,32805,273723,138596,20116,209308,72096,5787,126790,336465,409848,242,116,409,283,0,18112,63327,242,48,194,63279,506810,40502,31692,35,93,72194,128,80,48,72114,577600,259181,20024,130334,20054
GigaBoomProConfig-add_int_large.riscv,1,3,1.08991,0.00407468,0.0458867,0.022937,0.0077965,0.0108234,0.000962021,0.000232148,0.000283287,0.000154133,0.000232148,6.03E-05,0.00169889,0.00157633,0.00221011,0.00179651,1.17E-10,0.000253852,2.76E-10,0.0115689,0.0097798,0.00056975,0.0011395,0.00011981,0,0,0.00905084,0.00275925,0.00275925,5.32E-09,0.00538981,0.00233574,0,0.00305407,0.000773989,0,0,0,8,5,36,130,128,128,32,32,20,2,5,2,8,8,32,8,32,16,1.211481,0.825436,196074,3623,46277,46615,3443,237540,0,58108,18502,21335,237540,188076,97854,56647,80303,40333,273984,0,0,290850,70119,108524,100540,40328,246473,245164,58910,192451,726010,280246,245164,0,0,0,282023,0,250349,61253,40863,0,0,146975,5,1044,0,0,0,0,0,18792,9191,63588,42201,351579,181277,20116,267820,84253,20082,159649,438678,522131,243,118,420,295,0,18880,76363,234,39,195,76324,611099,48322,39746,35,104,88068,139,91,48,87977,704592,324366,20024,165943,20054
GigaBoomProConfig-adpcm_dec.riscv,1,4,1.08991,0.00407468,0.031269,0.0126656,0.00567571,0.00360353,0.000280278,6.48E-05,7.96E-05,4.32E-05,6.48E-05,2.79E-05,0.00156973,0.0014565,0.00215699,0.00172007,6.96E-11,0.000277178,1.64E-10,0.0072499,0.00588988,0.000426716,0.000853431,0.00011981,0,0,0.0090767,0.00270555,0.00270555,3.17E-09,0.00543232,0.00234704,0,0.00308527,0.000811034,0,0,0,8,5,36,130,128,128,32,32,20,2,5,2,8,8,32,8,32,16,0.954716,1.047432,329544,1083,30464,21480,2416,314621,0,81607,14380,122556,314621,312306,119856,29029,70278,190589,457063,0,0,485665,45271,228467,142545,42563,384004,382808,35568,328461,1214140,559916,382808,0,0,0,496686,0,388777,100871,42975,0,0,213312,23752,7866,0,0,0,0,0,80857,11220,115980,54326,562225,374955,20116,450163,84909,133562,261723,740110,890516,126,55,210,139,0,8896,93783,157,58,99,93725,750363,51335,38249,23,78,89584,101,74,27,89510,716699,472584,20024,326537,20054
